          (   3,    2) (   3,    2) (   2,    3) (   2,    3) (   3,    2) (   3,    5) (   3,    2) (   3,    4) (   2,    2) (   3,    3)
          (   3,    2) (   3,    2) (   3,    7) (   3,    1) (   3,    4) (   2,    5) (   3,    1) (   2,    3) (   3,    3) (   3,    1)
          (   3,    5) (   3,    3) (   3,    4) (   3,    3) (   3,    4) (   3,    1) (   3,    2) (   3,    4) (   2,    3) (   2,    3)
          (   2,    2) (   3,    4) (   2,    2) (   2,    4) (   3,    2) (   2,    2) (   3,    1) (   3,    1) (   2,    4) (   3,    1)
          (   1,    2) (   3,    0) (   2,    4) (   3,    2) (   3,    1) (   3,    3) (   3,    4) (   3,    1) (   3,    2) (   2,    3)
          (   3,    1) (   2,    4) (   2,    2) (   3,    3) (   3,    2) (   2,    5) (   3,    1) (   2,    1) (   3,    4) (   3,    2)
          (   3,    1) (   3,    5) (   3,    2) (   2,    2) (   3,    3) (   2,    5) (   3,    2) (   3,    2) (   2,    3) (   3,    2)
          (   3,    1) (   3,    2) (   2,    2) (   2,    8) (   3,    3) (   3,    1) (   3,    4) (   3,    2) (   2,    5) (   3,    2)
          (   3,    3) (   2,    2) (   3,    6) (   2,    3) (   3,    3) (   3,    0) (   3,    3) (   3,    3) (   3,    3) (   3,    3)
          (   3,    3) (   3,    1) (   3,    6) (   3,    4) (   3,    4) (   3,    5) (   3,    5) (   3,    2) (   3,    4) (   3,    4)
          (   3,    5) (   3,    4) (   3,    5) (   3,    3) (   3,    3) (   3,    4) (   3,    2) (   3,    2) (   3,    1) (   3,    4)
          (   3,    4) (   3,    2) (   3,    6) (   3,    5) (   3,    2) (   3,    3) (   3,    3) (   3,    3) (   3,    1) (   3,    2)
          (   3,    5) (   3,    4) (   3,    4) (   3,    6) (   3,    3) (   3,    2) (   3,    5) (   3,    4) (   3,    3) (   3,    1)
          (   3,    2) (   3,    1) (   3,    5) (   3,    3) (   3,    5) (   3,    1) (   3,    4) (   3,    3) (   3,    5) (   3,    4)
          (   3,    0) (   3,    3) (   3,    4) (   3,    6) (   3,    2) (   3,    6) (   3,    4) (   3,    1) (   3,    1) (   3,    1)
          (   3,    3) (   3,    1) (   3,    1) (   3,    3) (   3,    3) (   3,    4) (   3,    5) (   3,    1) (   3,    3) (   3,    3)
          (   3,    3) (   3,    3) (   3,    4) (   3,    5) (   3,    4) (   3,    4) (   3,    4) (   3,    2) (   3,    2) (   3,    2)
          (   3,    5) (   3,    4) (   3,    5) (   3,    4) (   3,    3) (   3,    2) (   3,    4) (   3,    3) (   3,    1) (   3,    4)
          (   3,    3) (   3,    0) (   3,    1) (   3,    2) (   3,    2) (   3,    4) (   3,    4) (   3,    5) (   3,    4) (   3,    5)
          (   3,    3) (   3,    3) (   3,    4) (   3,    4) (   3,    3) (   3,    1) (   3,    6) (   3,    5) (   3,    3) (   3,    1)
          (   3,    2) (   3,    1) (   3,    4) (   3,    2) (   3,    4) (   3,    2) (   3,    3) (   3,    4) (   3,    2) (   3,    3)
          (   3,    3) (   3,    2) (   3,    4) (   3,    3) (   3,    1) (   3,    4) (   3,    4) (   3,    3) (   3,    3) (   3,    2)
          (   3,    6) (   3,    1) (   3,    4) (   3,    6) (   3,    3) (   3,    0) (   3,    3) (   3,    4) (   3,    4) (   3,    4)
          (   3,    2) (   3,    4) (   3,    3) (   3,    2) (   3,    3) (   3,    3) (   3,    3) (   3,    2) (   3,    4) (   3,    3)
          (   3,    3) (   3,    4) (   3,    5) (   3,    4) (   3,    4) (   3,    4) (   3,    1) (   3,    2) (   3,    3) (   3,    2)
          (   3,    2) (   3,    4) (   3,    6) (   3,    2) (   3,    6) (   3,    3) (   3,    2) (   3,    2) (   3,    3) (   3,    3)
          (   3,    2) (   3,    2) (   3,    4) (   3,    3) (   3,    2) (   3,    3) (   3,    3) (   3,    6) (   3,    0) (   3,    5)
          (   3,    5) (   3,    4) (   3,    3) (   3,    6) (   3,    5) (   3,    5) (   3,    4) (   3,    3) (   3,    2) (   3,    3)
          (   3,    3) (   3,    5) (   3,    1) (   3,    4) (   3,    2) (   3,    0) (   3,    2) (   3,    5) (   3,    2) (   3,    3)
          (   3,    4) (   3,    1) (   3,    2) (   3,    6) (   3,    3) (   3,    3) (   3,    2) (   3,    4) (   3,    3) (   3,    3)
          (   3,    3) (   3,    4) (   3,    1) (   3,    2) (   3,    4) (   3,    2) (   3,    2) (   3,    2) (   3,    2) (   3,    4)
          (   3,    5) (   3,    2) (   3,    5) (   3,    3) (   3,    1) (   3,    3) (   3,    3) (   3,    1) (   3,    4) (   3,    4)
          (   3,    6) (   3,    2) (   3,    4) (   3,    4) (   3,    3) (   3,    2) (   3,    3) (   3,    4) (   3,    4) (   3,    0)
          (   3,    3) (   3,    5) (   3,    5) (   3,    1) (   3,    2) (   3,    4) (   3,    2) (   3,    1) (   3,    1) (   3,    2)
          (   3,    4) (   3,    3) (   3,    4) (   3,    7) (   3,    2) (   3,    3) (   3,    2) (   3,    5) (   3,    2) (   3,    3)
          (   3,    4) (   3,    5) (   3,    3) (   3,    2) (   3,    3) (   3,    0) (   3,    6) (   3,    5) (   3,    3) (   3,    4)
          (   3,    2) (   3,    3) (   3,    2) (   3,    4) (   3,    2) (   3,    1) (   3,    4) (   3,    5) (   3,    3) (   3,    6)
          (   3,    3) (   3,    3) (   3,    4) (   3,    3) (   3,    2) (   3,    3) (   3,    2) (   3,    3) (   3,    2) (   3,    4)
          (   3,    3) (   3,    5) (   3,    2) (   3,    1) (   3,    2) (   3,    3) (   3,    5) (   3,    3) (   3,    0) (   3,    3)
          (   3,    0) (   3,    1) (   3,    3) (   3,    3) (   3,    6) (   3,    2) (   3,    2) (   3,    3) (   3,    2) (   3,    1)
          (   3,    2) (   3,    4) (   3,    5) (   3,    2) (   3,    2) (   3,    4) (   3,    2) (   3,    2) (   3,    3) (   3,    4)
          (   3,    4) (   3,    3) (   3,    3) (   3,    2) (   3,    2) (   3,    4) (   3,    5) (   3,    2) (   3,    4) (   3,    3)
          (   3,    3) (   3,    5) (   3,    3) (   3,    3) (   3,    4) (   3,    4) (   3,    4) (   3,    3) (   3,    3) (   3,    2)
          (   3,    1) (   3,    5) (   3,    3) (   3,    2) (   3,    0) (   3,    4) (   3,    1) (   3,    6) (   3,    1) (   3,    1)
          (   3,    3) (   3,    2) (   3,    3) (   3,    6) (   3,    4) (   3,    4) (   3,    5) (   3,    1) (   3,    3) (   3,    3)
          (   3,    4) (   3,    3) (   3,    1) (   3,    4) (   3,    3) (   3,    4) (   3,    3) (   3,    5) (   3,    3) (   3,    4)
          (   3,    2) (   3,    2) (   3,    1) (   3,    1) (   3,    6) (   3,    2) (   3,    4) (   3,    6) (   3,    4) (   3,    3)
          (   3,    4) (   3,    2) (   3,    3) (   3,    3) (   3,    1) (   3,    1) (   3,    4) (   3,    2) (   3,    2) (   3,    4)
          (   3,    5) (   3,    3) (   3,    3) (   3,    0) (   3,    3) (   3,    6) (   3,    3) (   3,    1) (   3,    3) (   3,    4)
         
node   1 sent_total   2027  recv_total   2088

node   2  (   1,    0) (   0,    0) (   3,    2) (   3,    2) (   3,    4) (   3,    2) (   3,    3) (   3,    6) (   3,    1) (   3,    3)
          (   3,    3) (   3,    1) (   3,    3) (   3,    3) (   3,    2) (   3,    6) (   3,    2) (   3,    2) (   3,    3) (   3,    3)
          (   3,    5) (   3,    4) (   3,    4) (   3,    1) (   3,    2) (   3,    5) (   3,    2) (   3,    2) (   3,    5) (   3,    3)
          (   3,    3) (   3,    3) (   3,    5) (   3,    3) (   3,    4) (   3,    1) (   3,    2) (   3,    4) (   3,    3) (   3,    1)
          (   3,    4) (   3,    5) (   3,    1) (   3,    0) (   3,    2) (   3,    2) (   3,    5) (   3,    3) (   3,    2) (   3,    8)
          (   3,    5) (   2,    1) (   2,    4) (   3,    3) (   3,    2) (   3,    4) (   2,    3) (   3,    1) (   3,    2) (   3,    4)
          (   2,    2) (   3,    3) (   2,    2) (   2,    3) (   2,    5) (   3,    2) (   3,    4) (   2,    1) (   3,    5) (   2,    2)
          (   3,    4) (   1,    4) (   3,    1) (   3,    1) (   3,    2) (   2,    2) (   3,    3) (   3,    3) (   3,    6) (   3,    3)
          (   2,    2) (   3,    4) (   2,    3) (   3,    2) (   3,    3) (   3,    2) (   3,    4) (   3,    3) (   3,    2) (   2,    2)
          (   3,    3) (   3,    4) (   3,    2) (   2,    1) (   1,    4) (   3,    3) (   2,    2) (   2,    3) (   3,    3) (   3,    2)
          (   3,    2) (   3,    4) (   3,    2) (   3,    2) (   3,    2) (   3,    3) (   3,    5) (   3,    1) (   3,    0) (   3,    4)
          (   2,    2) (   3,    3) (   3,    0) (   3,    0) (   3,    1) (   3,    4) (   2,    2) (   3,    2) (   3,    1) (   3,    2)
          (   2,    3) (   3,    5) (   3,    2) (   3,    0) (   3,    1) (   3,    4) (   3,    3) (   3,    4) (   3,    2) (   3,    3)
          (   2,    2) (   3,    1) (   3,    2) (   3,    2) (   3,    5) (   2,    4) (   3,    3) (   2,    1) (   2,    5) (   3,    3)
          (   3,    1) (   3,    2) (   1,    3) (   3,    5) (   3,    2) (   3,    5) (   3,    2) (   3,    2) (   2,    1) (   3,    2)
          (   2,    4) (   3,    1) (   3,    2) (   3,    2) (   2,    1) (   3,    6) (   3,    1) (   3,    2) (   3,    2) (   3,    1)
          (   3,    2) (   2,    3) (   2,    2) (   3,    4) (   2,    2) (   3,    1) (   3,    3) (   3,    4) (   3,    5) (   3,    3)
          (   2,    2) (   2,    3) (   2,    4) (   3,    2) (   1,    2) (   3,    4) (   3,    4) (   3,    6) (   3,    2) (   3,    1)
          (   3,    3) (   3,    3) (   3,    2) (   3,    2) (   3,    1) (   3,    3) (   3,    4) (   3,    1) (   3,    3) (   3,    1)
          (   3,    4) (   3,    3) (   3,    2) (   3,    4) (   3,    0) (   3,    4) (   3,    1) (   2,    4) (   2,    3) (   3,    2)
          (   2,    2) (   3,    4) (   3,    4) (   2,    4) (   2,    2) (   3,    2) (   3,    3) (   3,    2) (   2,    3) (   3,    2)
          (   3,    3) (   1,    4) (   3,    2) (   3,    2) (   3,    2) (   3,    2) (   3,    2) (   3,    2) (   3,    3) (   3,    3)
          (   3,    3) (   3,    3) (   2,    4) (   3,    2) (   3,    2) (   3,    4) (   3,    4) (   3,    2) (   3,    0) (   3,    3)
          (   2,    2) (   3,    5) (   3,    2) (   3,    3) (   2,    2) (   2,    2) (   3,    4) (   3,    2) (   3,    4) (   3,    1)
          (   3,    5) (   3,    0) (   3,    3) (   3,    2) (   3,    2) (   3,    2) (   2,    3) (   2,    3) (   2,    4) (   3,    5)
          (   3,    2) (   3,    3) (   2,    3) (   3,    2) (   3,    3) (   3,    2) (   3,    1) (   2,    4) (   3,    2) (   3,    2)
          (   3,    5) (   3,    3) (   3,    1) (   1,    3) (   2,    4) (   3,    3) (   3,    3) (   3,    2) (   3,    2) (   3,    3)
          (   3,    5) (   2,    4) (   3,    2) (   3,    2) (   3,    3) (   3,    4) (   3,    3) (   3,    3) (   3,    2) (   3,    3)
          (   3,    3) (   3,    2) (   2,    3) (   2,    4) (   2,    1) (   3,    5) (   3,    2) (   3,    1) (   3,    5) (   3,    3)
          (   3,    3) (   2,    3) (   2,    3) (   2,    3) (   3,    4) (   3,    2) (   2,    2) (   3,    3) (   3,    3) (   3,    2)
          (   3,    1) (   3,    3) (   3,    4) (   3,    3) (   3,    3) (   3,    3) (   3,    2) (   3,    5) (   3,    2) (   3,    3)
          (   3,    3) (   3,    1) (   3,    1) (   3,    4) (   3,    4) (   3,    3) (   3,    5) (   3,    2) (   3,    2) (   3,    6)
          (   3,    2) (   3,    1) (   3,    3) (   3,    4) (   3,    2) (   3,    3) (   3,    3) (   3,    4) (   3,    4) (   3,    3)
          (   3,    1) (   3,    2) (   3,    4) (   3,    4) (   3,    2) (   3,    5) (   3,    4) (   3,    5) (   3,    3) (   3,    3)
          (   3,    5) (   3,    1) (   3,    2) (   3,    4) (   3,    5) (   3,    5) (   3,    2) (   3,    2) (   3,    2) (   3,    3)
          (   3,    4) (   3,    2) (   3,    5) (   3,    2) (   3,    1) (   3,    0) (   3,    4) (   3,    3) (   3,    5) (   3,    2)
          (   3,    1) (   3,    2) (   3,    4) (   3,    3) (   3,    4) (   3,    5) (   3,    2) (   3,    1) (   3,    0) (   3,    2)
          (   3,    1) (   3,    2) (   3,    2) (   3,    2) (   3,    0) (   3,    4) (   3,    0) (   3,    2) (   3,    3) (   3,    3)
          (   3,    2) (   3,    6) (   3,    4) (   3,    1) (   3,    2) (   3,    4) (   3,    2) (   3,    1) (   3,    1) (   3,    3)
          (   3,    5) (   3,    2) (   3,    3) (   3,    4) (   3,    4) (   3,    2) (   3,    4) (   3,    1) (   3,    3) (   3,    1)
          (   3,    0) (   3,    4) (   3,    4) (   3,    4) (   3,    4) (   3,    2) (   3,    3) (   3,    0) (   3,    1) (   3,    4)
          (   3,    2) (   3,    3) (   3,    4) (   3,    4) (   3,    2) (   3,    4) (   3,    3) (   3,    4) (   3,    4) (   3,    4)
          (   3,    2) (   3,    2) (   3,    4) (   3,    3) (   3,    1) (   3,    1) (   3,    2) (   3,    3) (   3,    4) (   3,    3)
          (   3,    4) (   3,    1) (   3,    4) (   3,    4) (   3,    6) (   3,    0) (   3,    5) (   3,    3) (   3,    3) (   3,    3)
          (   3,    2) (   3,    4) (   3,    0) (   3,    2) (   3,    2) (   3,    3) (   3,    3) (   3,    2) (   3,    3) (   3,    5)
          (   3,    4) (   3,    3) (   3,    3) (   3,    2) (   3,    3) (   3,    2) (   3,    6) (   3,    2) (   3,    2) (   3,    4)
          (   3,    3) (   3,    0) (   3,    1) (   3,    3) (   3,    2) (   3,    2) (   3,    3) (   3,    3) (   3,    0) (   3,    1)
          (   3,    4) (   3,    5) (   3,    2) (   3,    4) (   3,    0) (   3,    5) (   3,    1) (   3,    3) (   3,    5) (   3,    3)
          (   3,    3) (   3,    3) (   3,    3) (   3,    1) (   3,    3) (   3,    1) (   3,    4) (   3,    4) (   3,    3) (   3,    2)
          (   3,    5) (   3,    2) (   3,    1) (   3,    3) (   3,    2) (   3,    5) (   3,    2) (   3,    4) (   3,    4) (   3,    4)
          (   3,    4) (   3,    4) (   3,    3) (   3,    5) (   3,    3) (   3,    5) (   3,    1) (   3,    4) (   3,    3) (   3,    3)
          (   3,    5) (   3,    4) (   3,    3) (   3,    3) (   3,    1) (   3,    2) (   3,    5) (   3,    4) (   3,    1) (   3,    1)
          (   3,    3) (   3,    3) (   3,    1) (   3,    4) (   3,    4) (   3,    3) (   3,    3) (   3,    4) (   3,    1) (   3,    6)
          (   3,    3) (   3,    2) (   3,    2) (   3,    2) (   3,    2) (   3,    3) (   3,    4) (   3,    3) (   3,    4) (   3,    1)
          (   3,    5) (   3,    2) (   3,    3) (   3,    4) (   3,    4) (   3,    3) (   3,    3) (   3,    5) (   3,    3) (   3,    3)
          (   3,    3) (   3,    3) (   3,    3) (   3,    4) (   3,    1) (   3,    3) (   3,    2) (   3,    1) (   3,    6) (   3,    2)
          (   3,    5) (   3,    2) (   3,    2) (   3,    1) (   3,    3) (   3,    2) (   3,    4) (   3,    1) (   3,    3) (   3,    2)
          (   3,    4) (   3,    4) (   3,    6) (   3,    4) (   3,    3) (   3,    4) (   3,    3) (   3,    2) (   3,    4) (   3,    3)
          (   3,    1) (   3,    2) (   3,    5) (   3,    1) (   3,    3) (   3,    5) (   3,    3) (   3,    1) (   3,    4) (   3,    4)
          (   3,    5) (   3,    4) (   3,    4) (   3,    4) (   3,    0) (   3,    2) (   3,    2) (   3,    5) (   3,    3) (   3,    1)
          (   3,    5) (   3,    1) (   3,    2) (   3,    2) (   3,    2) (   3,    5) (   3,    3) (   3,    4) (   3,    2) (   3,    3)
          (   3,    4) (   3,    3) (   3,    4) (   3,    4) (   3,    3) (   3,    2) (   3,    6) (   3,    4) (   3,    1) (   3,    4)
          (   3,    1) (   3,    4) (   3,    1) (   3,    5) (   3,    4) (   3,    2) (   3,    3) (   3,    3) (   3,    4) (   3,    2)
          (   3,    4) (   3,    4) (   3,    1) (   3,    3) (   3,    5) (   3,    2) (   3,    4) (   3,    4) (   3,    3) (   3,    3)
          (   3,    6) (   3,    4) (   3,    1) (   3,    5) (   3,    4) (   3,    1) (   3,    7) (   3,    2) (   3,    3) (   3,    4)
          (   3,    2) (   3,    2) (   3,    4) (   3,    0) (   3,    3) (   3,    4) (   3,    2) (   3,    4) (   3,    5) (   3,    2)
          (   3,    6) (   3,    6) (   3,    3) (   3,    2) (   3,    4) (   3,    2) (   3,    4) (   3,    2) (   3,    3) (   3,    7)
          (   3,    2) (   3,    6) (   3,    2) (   3,    3) (   3,    0) (   3,    3) (   3,    3) (   3,    2) (   3,    1) (   3,    3)
          (   3,    3) (   3,    2) (   3,    3) (   3,    3) (   3,    4) (   3,    4) (   3,    4) (   3,    3) (   3,    5) (   3,    4)
          (   3,    3) (   3,    2) (   3,    2) (   3,    2) (   3,    3) (   3,    3) (   3,    4) (   3,    1) (   3,    3) (   3,    3)
         
node   2 sent_total   2027  recv_total   2001

node   3  (   1,    0) (   0,    0) (   3,    2) (   3,    4) (   3,    4) (   3,    4) (   3,    5) (   3,    2) (   3,    4) (   3,    1)
          (   3,    5) (   3,    5) (   3,    3) (   3,    2) (   3,    2) (   3,    5) (   3,    4) (   3,    4) (   3,    4) (   3,    2)
          (   3,    3) (   3,    1) (   3,    1) (   3,    4) (   3,    4) (   3,    1) (   3,    3) (   3,    3) (   3,    2) (   3,    3)
          (   3,    3) (   3,    3) (   3,    4) (   3,    3) (   3,    1) (   3,    7) (   3,    6) (   3,    3) (   3,    3) (   3,    2)
          (   3,    5) (   3,    2) (   3,    3) (   3,    5) (   3,    5) (   3,    4) (   3,    1) (   3,    4) (   3,    3) (   3,    1)
          (   3,    4) (   3,    3) (   3,    3) (   3,    0) (   2,    4) (   3,    1) (   3,    4) (   3,    1) (   3,    4) (   3,    1)
          (   3,    2) (   3,    3) (   3,    4) (   2,    4) (   3,    1) (   2,    2) (   3,    0) (   3,    3) (   3,    1) (   2,    1)
          (   3,    2) (   3,    4) (   3,    4) (   3,    4) (   3,    4) (   3,    3) (   3,    1) (   3,    2) (   3,    2) (   3,    1)
          (   3,    4) (   2,    1) (   2,    4) (   2,    4) (   3,    5) (   3,    8) (   3,    1) (   3,    2) (   3,    6) (   2,    0)
          (   2,    5) (   3,    3) (   3,    5) (   3,    3) (   2,    3) (   2,    4) (   3,    2) (   3,    4) (   3,    4) (   2,    3)
          (   3,    4) (   3,    4) (   3,    2) (   3,    2) (   3,    1) (   3,    1) (   2,    1) (   3,    5) (   3,    3) (   3,    2)
          (   3,    3) (   3,    2) (   2,    6) (   2,    3) (   2,    2) (   3,    2) (   3,    1) (   2,    2) (   2,    2) (   2,    5)
          (   3,    2) (   3,    2) (   3,    1) (   3,    3) (   3,    3) (   3,    1) (   3,    2) (   2,    2) (   3,    2) (   3,    1)
          (   2,    1) (   2,    3) (   3,    4) (   3,    2) (   3,    3) (   3,    2) (   3,    5) (   3,    4) (   3,    2) (   3,    3)
          (   3,    3) (   1,    2) (   3,    3) (   3,    3) (   3,    2) (   2,    3) (   2,    2) (   3,    3) (   3,    1) (   1,    4)
          (   3,    3) (   2,    4) (   3,    3) (   3,    2) (   3,    3) (   3,    1) (   3,    0) (   3,    2) (   2,    1) (   1,    1)
          (   3,    4) (   3,    2) (   1,    2) (   3,    2) (   3,    4) (   2,    2) (   3,    1) (   3,    0) (   3,    2) (   3,    1)
          (   2,    3) (   3,    2) (   3,    3) (   1,    2) (   3,    2) (   2,    5) (   3,    1) (   1,    3) (   3,    2) (   3,    2)
          (   3,    1) (   3,    5) (   3,    3) (   1,    3) (   3,    2) (   3,    2) (   3,    4) (   2,    3) (   3,    4) (   2,    2)
          (   2,    4) (   3,    3) (   2,    2) (   1,    1) (   3,    2) (   2,    4) (   3,    0) (   2,    5) (   3,    2) (   3,    3)
          (   3,    2) (   3,    2) (   3,    3) (   2,    1) (   3,    5) (   3,    2) (   2,    3) (   2,    0) (   3,    1) (   3,    2)
          (   2,    3) (   2,    4) (   2,    3) (   3,    2) (   3,    2) (   3,    3) (   3,    3) (   3,    2) (   3,    2) (   1,    1)
          (   2,    3) (   3,    2) (   3,    0) (   1,    5) (   2,    2) (   3,    3) (   3,    3) (   2,    3) (   2,    3) (   3,    2)
          (   3,    5) (   3,    1) (   3,    2) (   3,    4) (   3,    5) (   3,    4) (   3,    3) (   3,    2) (   3,    4) (   2,    3)
          (   2,    3) (   2,    0) (   3,    4) (   1,    3) (   3,    4) (   3,    3) (   3,    3) (   3,    1) (   3,    4) (   3,    4)
          (   2,    2) (   3,    5) (   3,    3) (   3,    2) (   3,    1) (   3,    3) (   3,    3) (   3,    4) (   2,    3) (   3,    4)
          (   3,    1) (   2,    2) (   2,    4) (   3,    5) (   3,    5) (   2,    1) (   2,    1) (   3,    4) (   3,    2) (   2,    2)
          (   3,    1) (   2,    1) (   3,    3) (   3,    5) (   3,    4) (   3,    5) (   2,    2) (   2,    5) (   2,    2) (   3,    1)
          (   3,    0) (   3,    3) (   2,    4) (   3,    3) (   3,    2) (   3,    3) (   2,    5) (   3,    6) (   3,    1) (   2,    8)
          (   2,    5) (   3,    3) (   2,    1) (   3,    2) (   3,    4) (   3,    1) (   2,    3) (   2,    3) (   2,    3) (   3,    0)
          (   2,    4) (   3,    2) (   3,    3) (   3,    5) (   3,    4) (   3,    2) (   3,    3) (   3,    1) (   3,    2) (   3,    3)
          (   3,    4) (   3,    2) (   3,    4) (   3,    6) (   3,    4) (   3,    6) (   3,    2) (   3,    3) (   3,    3) (   3,    1)
          (   3,    3) (   3,    3) (   3,    0) (   3,    1) (   3,    1) (   3,    3) (   3,    3) (   3,    2) (   3,    4) (   3,    4)
          (   3,    4) (   3,    3) (   3,    2) (   3,    1) (   3,    2) (   3,    4) (   3,    1) (   3,    3) (   3,    3) (   3,    2)
          (   3,    2) (   3,    4) (   3,    2) (   3,    2) (   3,    1) (   3,    5) (   3,    4) (   3,    3) (   3,    3) (   3,    0)
          (   3,    8) (   3,    4) (   3,    1) (   3,    2) (   3,    2) (   3,    1) (   3,    1) (   3,    2) (   3,    3) (   3,    5)
          (   3,    1) (   3,    4) (   3,    4) (   3,    1) (   3,    2) (   3,    4) (   3,    2) (   3,    4) (   3,    2) (   3,    2)
          (   3,    5) (   3,    3) (   3,    4) (   3,    4) (   3,    4) (   3,    0) (   3,    1) (   3,    2) (   3,    4) (   3,    4)
          (   3,    2) (   3,    1) (   3,    5) (   3,    4) (   3,    6) (   3,    5) (   3,    2) (   3,    3) (   3,    2) (   3,    3)
          (   3,    2) (   3,    4) (   3,    4) (   3,    4) (   3,    5) (   3,    1) (   3,    4) (   3,    6) (   3,    3) (   3,    6)
          (   3,    3) (   3,    3) (   3,    3) (   3,    3) (   3,    3) (   3,    4) (   3,    1) (   3,    5) (   3,    4) (   3,    4)
          (   3,    2) (   3,    4) (   3,    3) (   3,    2) (   3,    4) (   3,    3) (   3,    4) (   3,    1) (   3,    2) (   3,    3)
          (   3,    2) (   3,    4) (   3,    3) (   3,    4) (   3,    4) (   3,    3) (   3,    4) (   3,    1) (   3,    3) (   3,    1)
          (   3,    2) (   3,    4) (   3,    1) (   3,    5) (   3,    2) (   3,    4) (   3,    2) (   3,    2) (   3,    2) (   3,    3)
          (   3,    1) (   3,    2) (   3,    3) (   3,    1) (   3,    4) (   3,    6) (   3,    0) (   3,    5) (   3,    3) (   3,    4)
          (   3,    1) (   3,    3) (   3,    1) (   3,    4) (   3,    1) (   3,    7) (   3,    4) (   3,    2) (   3,    5) (   3,    2)
          (   3,    3) (   3,    4) (   3,    2) (   3,    2) (   3,    3) (   3,    1) (   3,    3) (   3,    4) (   3,    5) (   3,    4)
          (   3,    4) (   3,    2) (   3,    2) (   3,    2) (   3,    5) (   3,    4) (   3,    1) (   3,    1) (   3,    4) (   3,    4)
          (   3,    4) (   3,    0) (   3,    3) (   3,    2) (   3,    3) (   3,    4) (   3,    1) (   3,    4) (   3,    3) (   3,    2)
          (   3,    5) (   3,    2) (   3,    3) (   3,    3) (   3,    4) (   3,    5) (   3,    7) (   3,    6) (   3,    5) (   3,    3)
          (   3,    3) (   3,    2) (   3,    3) (   3,    3) (   3,    3) (   3,    4) (   3,    4) (   3,    4) (   3,    6) (   3,    4)
          (   3,    2) (   3,    1) (   3,    4) (   3,    2) (   3,    4) (   3,    1) (   3,    6) (   3,    4) (   3,    3) (   3,    4)
          (   3,    4) (   3,    3) (   3,    2) (   3,    2) (   3,    1) (   3,    6) (   3,    2) (   3,    1) (   3,    4) (   3,    3)
